action,id,report_number,object_class,time,x,y,speed,nextx,nexty
point,1315,16,0,15,3758.890797,11300.68917,74,3756,11304
point,899,16,1,15,10984.04809,17468.35641,224,10979,17478
point,898,16,0,15,14382.66233,18879.32592,672,14599,18787
point,897,16,1,15,8510.437439,21544.27537,504.5,8581,21772
point,896,16,0,15,12072.91913,18081.55428,224,12081,18097
point,895,16,1,15,19692.00281,11510.7981,132,19679,11481
point,894,16,1,15,10855.77989,17701.2602,112,10979,17478
point,1266,16,0,15,7752.4391,20118.57321,298,7646,20142
point,892,16,0,15,11232.5709,17003.29374,224,11286,16906
point,1154,16,0,15,12398.8602,21577.33202,672,12327,21748
point,890,16,5,15,13580.04362,28260.53427,31.53125,13544,28264
point,1384,16,0,15,10929.54087,25003.532,168,10893,25090
point,888,16,0,15,11478.14237,17530.42764,448,11306,17613
point,1198,16,1,15,14093.30034,22127.99646,298,14074,22120
point,886,16,3,15,10338.40377,12236.72795,126.125,10308,12270
point,885,16,0,15,11648.67781,12930.18923,504,12016,12788
point,884,16,0,15,11196.93455,13089.68225,504,11396,13028
point,1110,16,0,15,14698.28213,26763.16794,448,14698,26760
point,882,16,2,15,11535.45848,18705.57453,252.25,11558,18719
point,881,16,1,15,11962.33892,17871.45628,112,12002,17946
point,880,16,0,15,12866.54546,20136.35477,672,12780,20082
point,1153,16,2,15,12171.49945,17980.20333,252.25,12186,18065
point,1349,16,2,15,13950.02465,28225.80298,252.25,14051,28217
point,877,16,0,15,8625.822135,22569.28179,672,8610,22748
point,1348,16,1,15,6380.879045,14437.97097,504.5,6456,14456
point,875,16,0,15,11839.16323,22856.07916,168,11666,23276
point,874,16,1,15,12701.76529,14065.05622,504.5,12720,13983
point,1305,16,4,15,17774.23307,17999.69043,63.0625,17739,18093
point,1197,16,0,15,17774.26966,18480.66984,132,17778,18491
disappearpoint,871,15,0,15,10475,15616,0,10475,15616
point,1238,16,5,15,20671.4844,23218.56988,31.53125,20514,23172
point,869,16,2,15,12249.42874,6756.518363,252.25,12259,6767
point,868,16,1,15,10642.93474,13376.44111,336,10701,13426
disappearpoint,1450,15,1,15,12368,20984,0,12368,20984
point,866,16,3,15,16865.25483,21797.08867,126.125,17301,21374
point,1277,16,1,15,12234.02223,19353.15256,168,12201,19289
point,864,16,1,15,6898.027307,21302.50347,298,7077,21216
point,863,16,0,15,16043.32355,14486.39025,672,16070,14420
point,1495,16,0,15,8466.101503,23879.00376,672,8461,23895
point,861,16,0,15,9561.761128,14229.21766,252,9160,14804
point,860,16,3,15,12807.1212,14539.98595,126.125,12855,14415
point,859,16,1,15,18115.18173,8058.429173,132,18059,7983
point,858,16,2,15,12443.8123,14934.9971,252.25,12415,14998
point,857,16,0,15,12377.85364,8186.998977,448,12323,8182
point,856,16,2,15,11717.45983,16577.14892,252.25,11694,16656
point,855,16,0,15,14099.15768,13482.94715,298,14176,13564
point,1196,16,2,15,14680.76441,26554.89642,252.25,14698,26760
point,1449,16,0,15,9233.049985,6749.392268,198,9246,6681
point,852,16,1,15,8894.165754,15603.22963,252,8752,16404
point,851,16,0,15,12497.71364,19873.57001,336,12517,19916
point,850,16,2,15,10054.48364,21318.15398,252.25,10074,21316
point,849,16,0,15,12147.15209,19183.06757,168,12167,19222
point,848,16,1,15,10881.31315,28234.10315,504.5,10938,28315
point,1346,16,0,15,15052.20333,9191.459598,198,15015,9164
point,846,16,2,15,14680.63571,19641.88545,252.25,14779,19717
point,1195,16,2,15,7761.560151,15970.7806,252.25,7872,15825
point,1235,16,0,15,10008.98416,12526.30693,168,10277,12973
point,1416,16,1,15,13261.3362,12831.06963,168,13220,12936
point,1276,16,2,15,11538.57301,16977.736,252.25,11619,17001
point,841,16,2,15,15389.83758,29778.86416,252.25,15508,29730
point,840,16,1,15,12650.2363,20000.09591,336,12780,20082
point,839,16,5,15,14713.80642,23647.68663,31.53125,14744,23652
point,1415,16,0,15,14388.80898,20985.27429,672,14342,20966
point,837,16,1,15,13248.9663,9985.449757,132,13305,9681
point,836,16,0,15,19129.55048,18743.40223,132,18950,18236
point,835,16,1,15,13848.89917,21872.18882,504.5,14036,21868
point,834,16,3,15,7274.858027,13795.625,126.125,7399,13989
point,1414,16,1,15,13343.23218,12623.17984,168,13220,12936
point,832,16,3,15,14027.14208,27055.86766,126.125,13996,26992
point,1448,16,0,15,11675.86877,23252.06824,168,11906,22694
point,830,16,0,15,14014.09123,8359.869565,672,14038,8438
point,829,16,1,15,14277.64124,13420.02459,504.5,14016,13264
point,828,16,1,15,10934.07945,18023.73125,448,10933,18028
point,1413,16,2,15,10807.73103,9074.437551,252.25,10642,9050
point,826,16,0,15,11652.24,21215.3871,504,12036,21504
point,1149,16,2,15,3876.821959,11165.62271,74,3756,11304
point,824,16,5,15,7791.675937,24433.09741,31.53125,7869,24405
point,1194,16,1,15,11403.01379,23897.92272,336,11455,23778
point,822,16,0,15,20914.28442,17307.67121,132,21029,17718
point,821,16,0,15,15854.03079,23248.43192,198,15837,23279
point,1468,16,0,15,11078.57638,20993.35026,252,11552,21140
point,819,16,1,15,8087.270365,17698.33019,504.5,8450,17784
point,1383,16,0,15,9990.023904,12494.70651,168,9989,12493
point,817,16,1,15,19158.1481,18824.21792,132,18950,18236
point,1488,16,0,15,21041.12876,17874.05665,132,21044,17911
point,815,16,2,15,11265.85641,7798.067606,224,11347,7884
point,814,16,1,15,11951.56926,17851.21451,112,12002,17946
point,1303,16,0,15,9273.28138,17690.53993,336,9231,17662
point,1234,16,1,15,11845.22631,18878.65691,112,11570,18739
point,811,16,5,15,4029.847811,15022.8567,31.53125,4051,15057
point,810,16,1,15,13373.43566,12546.50947,168,13428,12408
point,809,16,5,15,5907.752539,15706.7651,31.53125,5820,16049
point,808,16,0,15,11739.78554,23097.07007,168,11666,23276
point,1344,16,0,15,14617.54603,8342.12586,448,14656,8326
point,806,16,0,15,13873.77486,8269.783234,448,13722,8263
point,1343,16,1,15,11084.01534,4673.325232,298,11141,4654
point,804,16,1,15,12377.33832,19631.57393,168,12201,19289
point,1233,16,0,15,11232.37807,24289.46516,672,11250,24249
point,1356,16,0,15,9048.451647,15064.98105,504,9160,14804
point,1107,16,5,15,14257.94616,13153.0759,31.53125,14283,13130
point,1302,16,4,15,12666.27756,5798.786874,63.0625,12749,5446
point,799,16,0,15,15995.74726,14100.43791,672,16212,14068
point,798,16,3,15,11289.5723,18488.60544,126.125,11253,18445
point,1301,16,2,15,11832.03307,23942.30231,252.25,11877,23837
disappearpoint,1342,15,1,15,12200,23601,0,12200,23601
point,795,16,4,15,11774.50248,16310.82921,63.0625,11763,16330
point,794,16,3,15,11728.1555,18484.92248,88,11664,18508
point,793,16,0,15,11175.28087,24422.02844,168,11196,24373
point,792,16,1,15,7909.65116,19568.1196,504.5,7865,19556
point,791,16,4,15,13275.26619,10024.07324,63.0625,13518,10161
point,1265,16,1,15,13757.41922,25178.95503,448,13878,25182
point,789,16,2,15,5341.974427,19376.89287,252.25,5324,19389
point,788,16,0,15,10773.72867,20898.91932,252,10364,20772
point,787,16,5,15,11791.1946,22508.41779,31.53125,11791,22507
point,786,16,2,15,7077.996083,21049.85211,252.25,7019,20974
point,1422,16,0,15,8677.829977,19167.52911,504,8843,19730
point,1147,16,0,15,8557.337222,18022.20004,252,8548,18096
point,1341,16,0,15,8522.749652,17792.08329,672,8450,17784
point,782,16,0,15,9574.260551,14211.33527,252,9708,14020
point,781,16,0,15,14682,24775.84628,448,14682,25198
point,780,16,0,15,8737.672871,16528.64603,252,8752,16404
point,779,16,2,15,13547.39585,20645.38052,252.25,13308,20551
point,1412,16,1,15,11778.21185,17534.62598,224,11729,17450
point,777,16,5,15,10438.13662,22635.41389,31.53125,10677,22386
point,1382,16,0,15,8590.535039,17759.8096,252,8548,18096
point,775,16,0,15,8366.345122,19602.29419,336,8405,19607
point,774,16,2,15,7301.516858,21188.68101,252.25,7264,21205
point,773,16,2,15,11495.40475,15782.65976,252.25,11196,15913
point,772,16,0,15,10781.85299,10362.68126,448,10673,10167
point,771,16,0,15,15084.69912,12607.67226,298,15210,12815
point,770,16,2,15,15113.76496,18588.31818,252.25,15052,18597
point,769,16,0,15,8743.876174,16474.67729,252,8752,16404
point,768,16,3,15,9387.897139,20564.15129,126.125,9356,20552
point,767,16,0,15,11571.91744,23500.26656,336,11494,23686
point,1429,16,1,15,11502.27137,18853.55202,448,11558,18719
point,765,16,0,15,13057.42044,19659.0636,672,12926,19852
point,1146,16,1,15,5065.679117,18041.97199,298,5079,18012
point,763,16,0,15,11720.70262,16566.24952,336,11730,16535
point,762,16,0,15,19773.61433,22656.91173,1009,19824,22112
point,761,16,3,15,9879.297973,17821.93231,126.125,9567,17790
point,760,16,0,15,8575.734012,18675.33269,252,8548,18096
point,759,16,0,15,17785.39296,18488.35966,672,17806,18481
point,758,16,1,15,10294.36477,13509.3857,252,9708,14020
point,757,16,4,15,12493.2105,14098.29595,63.0625,12692,14109
point,1264,16,3,15,11469.29837,26196.38517,126.125,11505,26185
point,1193,16,0,15,8884.373582,15658.38554,252,8752,16404
point,754,16,0,15,12451.48396,19797.86275,336,12458,19813
point,753,16,1,15,7179.367412,18392.29644,298,7251,18301
point,752,16,0,15,12235.91792,30042.64315,672,11965,29682
point,751,16,1,15,14098.09959,13312.95847,504.5,14452,13524
point,1411,16,4,15,14127.70905,11717,63.0625,13975,11717
point,749,16,0,15,18956.09301,11723.75156,672,18616,11773
point,748,16,0,15,11871.5001,22777.66225,168,11906,22694
point,747,16,0,15,8686.805714,19678.57801,336,8600,19650
point,1145,16,2,15,6584.549407,17934.39178,252.25,6598,17936
point,745,16,0,15,8797.188241,16149.47032,252,8752,16404
point,744,16,0,15,10334.22353,20957.14668,298,10214,20961
point,743,16,0,15,19706.97693,18628.79261,672,19285,18368
point,742,16,0,15,11305.52532,7840.077635,224,11347,7884
point,741,16,3,15,10995.43815,13864.71263,126.125,11003,13943
point,740,16,5,15,8059.582628,8666.843144,31.53125,7883,8899
point,739,16,0,15,10788.22434,17823.66283,112,10979,17478
point,738,16,0,15,19584.57828,13700.15291,1009,19440,12956
disappearpoint,737,15,0,15,14562,19411,0,14562,19411
disappearpoint,736,15,1,15,14774,11913,0,14774,11913
point,1263,16,2,15,13513.72828,19256,252.25,13454,19256
point,734,16,1,15,3870.665968,11172.67316,74,3756,11304
point,733,16,2,15,8387.374082,19358.22275,252.25,8370,19113
point,732,16,0,15,10326.61523,17133.33485,672,10331,17089
point,731,16,3,15,13917.14802,21693.33731,126.125,13946,21703
point,730,16,4,15,13389.40563,19377.59437,63.0625,13408,19359
point,729,16,4,15,13351.00557,13267.41365,63.0625,13200,13251
point,728,16,1,15,19593.19623,25416.26132,504.5,19841,25698
point,727,16,2,15,10539.97541,19532.38023,252.25,10464,19544
point,726,16,1,15,12622.47211,18467.39303,504.5,12734,18479
point,1231,16,1,15,11800.59536,16921.94587,448,11816,16870
point,724,16,3,15,12308.84145,23211.83972,126.125,12165,23159
point,1445,16,1,15,10535.99735,18198.61097,298,10567,17947
point,722,16,3,15,12575.2771,9771.786767,126.125,12661,9703
point,721,16,4,15,15326.81581,27230.49002,63.0625,15289,26776
point,720,16,0,15,11679.8728,16842.35102,224,11662,16798
point,719,16,0,15,11754.41973,18832.57932,112,11974,18944
point,718,16,0,15,12739.54693,12783.55705,168,12284,12624
point,1364,16,2,15,19327.14808,18394.0486,252.25,19285,18368
point,1230,16,0,15,12414.15206,12375.39493,1009,12996,11264
point,715,16,1,15,18825.93469,10513.98482,132,18518,10631
point,714,16,2,15,6477.453503,13552.75623,66,6947,13276
point,1192,16,0,15,12300.83526,12629.89661,168,13072,12900
point,712,16,0,15,12238.92407,4697.482989,298,12239,4705
point,711,16,4,15,11034.87233,27840.1569,63.0625,11233,27867
point,1300,16,0,15,9109.51938,11029.76302,336,9097,11009
point,1262,16,4,15,10939.13497,10645.84729,63.0625,11052,10854
point,708,16,0,15,8640.377676,17365.86106,252,8652,17274
point,1381,16,1,15,11985.72865,21466.19262,504,12036,21504
point,706,16,1,15,12127.51911,19144.55672,168,12167,19222
point,705,16,4,15,13808.17458,15458.69647,63.0625,13841,15562
point,704,16,0,15,18451.97317,21407.5928,132,18246,21630
point,1191,16,0,15,13169.69653,10542.49132,504,12996,11264
point,702,16,1,15,9194.070108,11169.98786,336,9097,11009
point,1380,16,1,15,10185.03404,7961.186202,298,10185,7962
point,700,16,1,15,12603,20678.78992,504.5,12603,20538
point,699,16,1,15,11326.03513,24075.4985,336,11455,23778
point,698,16,2,15,11330.3309,14298.40828,252.25,11457,14228
point,1339,16,1,15,10301.89092,17377.46204,504.5,10313,17271
disappearpoint,696,15,2,15,10391,21541,0,10391,21541
point,695,16,0,15,9868.346601,12291.911,672,9935,12403
point,694,16,0,15,12472.30836,19820.10198,336,12466,19807
point,693,16,1,15,14220.87028,10501.10355,298,14036,10426
point,692,16,0,15,12785.90487,11665.30531,1009,12284,12624
point,691,16,0,15,8501.817523,19628.34951,336,8600,19650
point,690,16,0,15,17737.68996,12967.8035,132,17790,13139
point,1379,16,2,15,12420.57275,24551.574,252.25,12385,24636
disappearpoint,688,15,0,15,10421,3935,0,10421,3935
point,687,16,0,15,8988.432565,15205.40306,504,9160,14804
disappearpoint,686,15,0,15,13480,8824,0,13480,8824
point,685,16,0,15,14744.07511,23651.6719,448,14763,23569
point,684,16,0,15,8927.690873,15414.39427,252,8948,15300
point,683,16,0,15,12619.0385,18091.07928,88,13453,18083
point,682,16,2,15,12566.78345,24251.13272,252.25,12568,24249
point,681,16,1,15,8807.848465,17484.65452,224,8752,17627
point,680,16,0,15,6116.036045,17883.30434,672,6134,17890
point,1229,16,0,15,16626.05107,13218.04435,132,16565,13211
point,1473,16,2,15,9061.569185,18327.0739,252.25,9168,18210
point,677,16,1,15,5296.034365,17376.21638,298,5185,17371
point,676,16,1,15,10057.75548,17840.17732,504.5,10254,17860
point,675,16,1,15,12293.14881,18424.8307,224,12319,18241
point,674,16,4,15,16275.45327,29345.92393,63.0625,16285,29371
point,673,16,4,15,13933.1243,15294.03254,63.0625,13917,15295
point,672,16,3,15,12046.85034,14090.48103,126.125,12172,14081
point,671,16,0,15,13408.92479,6636.788472,672,13425,6777
point,670,16,0,15,8585.81513,17797.11503,252,8652,17274
point,669,16,1,15,13837.47441,9278.688445,298,14025,9270
point,1472,16,0,15,9638.256919,11508.87245,298,9836,11388
point,667,16,0,15,10825.6842,20915.01329,252,10364,20772
point,666,16,1,15,14682,25021.28925,448,14682,25198
point,665,16,3,15,10365.93061,20516.32561,126.125,10366,20524
point,664,16,1,15,14363.92974,27733.79846,298,14309,27623
point,663,16,0,15,12082.44862,18176.27103,448,12057,18169
point,662,16,3,15,14619.95912,10292.90079,126.125,14480,10608
point,661,16,1,15,20861.64301,16835.28096,132,20899,17253
point,660,16,1,15,3643.019901,11517.8118,298,3384,12008
point,659,16,1,15,11460.014,17539.12337,224,11306,17613
point,658,16,0,15,16722.65726,28894.88394,298,16678,28796
point,657,16,4,15,4095.10147,10915.62738,63.0625,3756,11304
point,656,16,1,15,11273.61757,7806.286809,224,11347,7884
point,1190,16,0,15,9698.044983,15053.65159,448,9644,15180
point,654,16,4,15,14731.68249,18730.27343,63.0625,14599,18787
point,653,16,0,15,11131.4215,25135.95026,298,11126,25136
point,652,16,0,15,10742.23166,13230.5761,504,10544,13292
point,651,16,5,15,15505.14525,21237.45451,31.53125,15382,21382
point,650,16,0,15,9790.098889,12161.49815,336,9935,12403
point,649,16,0,15,13858,11103.73398,672,13858,11129
point,648,16,0,15,15145.08683,24993.18545,298,15057,23925
point,647,16,0,15,11806.06022,18858.78303,112,11974,18944
point,646,16,2,15,10299.31651,13011.10136,252.25,10318,13043
point,645,16,3,15,6374.194464,20230.42007,126.125,6511,20279
point,1260,16,1,15,12330.11368,8182.648291,224,12729,8219
point,643,16,0,15,12193.6707,18695.04261,448,12168,18636
point,1105,16,3,15,12804.8035,16512.7167,126.125,12748,16546
point,1228,16,0,15,18405.52333,13181.56531,672,18840,12888
point,640,16,0,15,12848.40318,15331.88665,298,12914,15359
point,639,16,0,15,8123.752436,8582.165241,298,8189,8497
point,638,16,0,15,10200.85421,13590.81595,252,9708,14020
point,1466,16,0,15,8390.39007,15815.6118,298,8356,15765
point,1227,16,0,15,7357.758272,13924.75808,298,7243,13746
point,1226,16,0,15,18504.85621,24164.75407,672,18462,24117
point,634,16,0,15,11699.72735,16513.4547,198,11669,16452
point,1338,16,0,15,12016.25505,17973.24699,224,12002,17946
point,632,16,0,15,15145.95369,18583.79366,672,15052,18597
point,1443,16,2,15,10949.13793,14582.6954,252.25,11090,14578
point,1397,16,1,15,12050.22287,18038.17282,224,12002,17946
point,629,16,0,15,8814.585433,16051.47797,252,8948,15300
point,628,16,0,15,10935.08811,25118.31382,448,10893,25090
point,627,16,0,15,18143.77559,23762.0868,672,18031,23636
point,626,16,1,15,12199.08493,7710.753286,198,12115,7715
point,625,16,0,15,16010.81455,14098.17782,672,16212,14068
point,624,16,1,15,8505.755716,10077.90532,504.5,8623,10218
point,623,16,5,15,9505.207471,12700.92236,31.53125,9599,12644
point,622,16,1,15,14682,24998.60937,224,14682,24758
point,621,16,0,15,10599.50384,20844.95068,252,11552,21140
point,620,16,2,15,13925.66173,6920.760494,252.25,14434,7066
point,619,16,1,15,19876.59923,11854.85291,298,19839,11744
point,618,16,1,15,7884.93236,14594.08089,149,7838,14555
point,617,16,3,15,15143.96976,29314.24489,126.125,15114,29252
point,616,16,0,15,13809.69447,11605.01228,672,13861,11491
point,615,16,0,15,12167.5948,15569.013,336,12242,15383
point,614,16,5,15,8037.241966,14720.91013,31.53125,8370,14998
point,1278,16,0,15,13249.29599,12861.63326,168,13220,12936
point,612,16,1,15,12976.59023,16412.83882,504.5,12876,16471
point,611,16,1,15,11556.08527,23538.00605,336,11666,23276
point,1143,16,0,15,10728.02006,13234.9797,504,11396,13028
point,1188,16,1,15,10948.55347,4860.529664,298,10923,4731
point,1465,16,0,15,11281.64932,28772.21088,672,11147,28595
point,607,16,1,15,11672.97608,23259.083,168,11666,23276
point,606,16,0,15,10552.27955,13299.06663,336,10701,13426
point,605,16,0,15,9553.470691,14241.07843,252,9160,14804
point,604,16,2,15,6247.988205,17918.16179,252.25,6304,17932
point,603,16,0,15,10055.16514,15913.47981,448,10028,15851
point,602,16,3,15,7644.584495,19910.33817,126.125,7778,19721
point,601,16,0,15,10690.803,27841.42398,336,10666,27643
point,600,16,1,15,10301.45376,13014.75032,504.5,10277,12973
point,599,16,0,15,11441.32282,13010.45568,504,11396,13028
disappearpoint,598,15,1,15,4999,18252,0,4999,18252
point,1298,16,0,15,13298.36947,12737.06211,168,13220,12936
point,596,16,0,15,8667.586,17138.4018,252,8652,17274
point,595,16,1,15,11463.30911,15678.58484,504.5,11513,15775
point,594,16,0,15,15212.85651,9841.667034,132,15346,9764
point,1426,16,5,15,5554.737617,22260.05679,31.53125,5524,22095
point,592,16,0,15,13366.4203,12564.31769,168,13220,12936
point,591,16,0,15,20244.1869,11446.70301,132,20124,11478
point,1377,16,0,15,11447.50322,7933.699395,448,11529,7974
point,1336,16,5,15,16714.26655,14637.48025,31.53125,16592,14711
point,1142,16,1,15,11743.22291,10037.97976,298,10673,10167
point,587,16,3,15,7602.148356,21043.30033,126.125,7609,21038
point,586,16,3,15,15127.14379,22995.7545,126.125,15096,22775
point,585,16,1,15,8830.776629,17398.28322,504.5,8652,17274
point,584,16,1,15,12353.27587,8184.759131,224,12729,8219
point,1376,16,0,15,7468.539521,20153.15134,672,7611,19958
point,582,16,1,15,11924.72618,21420.31473,504,11552,21140
point,581,16,3,15,8419.815576,22534.44074,126.125,8430,22405
point,1409,16,0,15,19403.65864,12740.98027,1009,19392,12672
point,579,16,0,15,11789.34874,17553.77728,224,11836,17634
point,578,16,0,15,12576.87576,8205.136461,224,12729,8219
point,577,16,0,15,11964.1735,21449.98172,504,12036,21504
point,576,16,2,15,8561.830654,18384.907,252,8548,18096
point,575,16,0,15,9097.316073,19716.21726,672,9196,19712
point,574,16,0,15,11286.94744,15331.73702,672,11258,15262
point,573,16,0,15,6637.01703,21120.20874,298,6610,21129
point,572,16,0,15,15390.42406,20937.42406,298,15424,20971
point,571,16,4,15,4835.404081,17306.04422,63.0625,4947,17076
point,570,16,0,15,11688.21068,23222.1391,168,11666,23276
point,569,16,0,15,10244.41032,6737.11564,298,10254,6710
point,568,16,4,15,6378.332281,13611.17944,63.0625,6947,13276
point,567,16,0,15,9273.589486,20419.9504,252,9356,20552
point,1423,16,4,15,8661.306855,15960.98269,63.0625,8754,15857
point,565,16,0,15,9169.689826,14790.13718,252,9160,14804
point,564,16,5,15,11701.45159,14757.91664,31.53125,11809,15440
point,563,16,4,15,12596.02592,8542.049353,63.0625,12341,8297
point,562,16,0,15,11722.50768,21268.23305,504,11552,21140
disappearpoint,1392,15,0,15,11931,9389,0,11931,9389
point,560,16,4,15,12749.19424,19592.05524,63.0625,12757,19573
point,559,16,1,15,8449.886822,17783.97327,504.5,8450,17784
point,1335,16,0,15,10945.84582,17538.07143,112,10777,17844
disappearpoint,557,15,0,15,3076,17817,0,3076,17817
point,556,16,0,15,12054.02441,15852.43897,672,12045,15875
disappearpoint,555,15,0,15,9214,6850,0,9214,6850
point,554,16,0,15,8872.633072,15724.51576,252,8948,15300
point,1140,16,0,15,14235.84325,8583.949961,448,14408,8466
point,1464,16,0,15,8709.469608,16774.01441,252,8752,16404
point,551,16,0,15,8911.804739,15503.87535,252,8948,15300
point,1394,16,0,15,14729.29334,21123.43164,672,14758,21135
point,549,16,1,15,12227.43409,15419.41477,336,12104,15728
point,548,16,0,15,20667.91191,21145.16177,132,20917,21159
point,547,16,3,15,11375.93188,11449.07284,126.125,11370,11438
point,546,16,1,15,15026.99924,21786.28417,504.5,16172,21900
point,1104,16,4,15,19926.55583,16754.67,63.0625,19960,17156
point,1223,16,1,15,12556.87563,8203.313789,224,12323,8182
point,543,16,0,15,14670.37802,24145.92516,224,14668,24008
point,1274,16,0,15,19928.98901,16783.8681,1009,19960,17156
point,541,16,0,15,12220.34572,15437.13571,336,12104,15728
point,540,16,1,15,8639.683372,17371.34873,252,8652,17274
disappearpoint,1258,15,0,15,7289,11865,0,7289,11865
point,538,16,2,15,12189.30886,18069.75648,252.25,12186,18065
point,537,16,1,15,5944.140666,21469.69561,298,6040,21363
point,1375,16,0,15,11827.60832,22884.09982,168,11906,22694
point,535,16,1,15,13350.9531,20567.93403,336,13308,20551
disappearpoint,534,15,0,15,18982,11720,0,18982,11720
disappearpoint,533,15,0,15,14119,11508,0,14119,11508
point,532,16,0,15,11083.75598,20994.95471,252,11552,21140
point,1102,16,0,15,14025.25681,9267.876395,672,14025,9270
point,530,16,3,15,10563.70291,18726.89655,126.125,10472,18718
point,529,16,0,15,11729.5797,17495.21633,448,11729,17450
point,528,16,0,15,10642.62352,20858.30762,252,11552,21140
point,527,16,0,15,8352.072052,19600.5566,336,8175,19579
point,526,16,1,15,10799.63334,27247.24259,298,10804,27247
point,525,16,1,15,17790.10186,24712.81434,132,18213,24337
point,524,16,0,15,13410.19936,12453.18624,168,13428,12408
point,523,16,0,15,13600.24317,20666.21529,336,13308,20551
point,522,16,0,15,11867.65464,22786.98751,168,11666,23276
point,521,16,0,15,8553.165246,18203.89624,252,8584,18848
point,520,16,0,15,11908.84354,17770.91075,112,12002,17946
point,519,16,2,15,5592.429783,19249.76207,252.25,5872,19289
point,518,16,0,15,12269.5673,15321.99459,336,12242,15383
point,1297,16,2,15,3803.50393,11249.59379,74,3756,11304
point,1408,16,0,15,10325.96154,20772.36227,1009,10364,20772
point,515,16,1,15,12603,20513.41337,504.5,12603,20494
point,514,16,1,15,5571.180375,17930.99912,298,5578,17803
point,513,16,2,15,12260.0705,25155.33514,252.25,12265,24969
point,1374,16,1,15,12238.6578,13045.54834,448,12241,13049
point,511,16,0,15,14682,25004.20624,224,14682,24758
point,510,16,0,15,7840.111812,19531.00304,448,7744,19389
point,509,16,0,15,10185.0303,12819.71717,168,10277,12973
point,1442,16,0,15,7154.446294,21172.11377,298,7167,21165
point,507,16,1,15,12275.57838,19433.88404,168,12201,19289
point,1101,16,3,15,5451.428166,19303.16756,126.125,5324,19389
point,505,16,3,15,13284.48673,12772.30293,126.125,13220,12936
point,1139,16,2,15,11937.10407,8147.746194,252.25,11944,8149
point,503,16,1,15,20976.00121,20205.33106,132,21183,19553
point,1186,16,4,15,19645.83705,9561.186216,63.0625,19065,9922
point,501,16,1,15,8141.083665,14807.37982,149,7838,14555
point,500,16,0,15,10586.8668,11935.63452,298,10607,11911
point,499,16,0,15,10934.11479,24992.70856,168,11196,24373
point,1463,16,0,15,12060.79716,19015.29651,336,12041,18991
point,1360,16,1,15,7136.401638,16035.25738,504.5,7073,15982
point,496,16,5,15,15906.28781,8969.831015,31.53125,16090,9159
point,1319,16,3,15,11391.91213,26221.06346,126.125,11505,26185
point,1219,16,5,15,12517.73578,15211.83391,31.53125,12475,15197
point,493,16,1,15,8137.831256,16853.34163,504.5,8174,16883
point,1334,16,0,15,18677.03159,24854.986,132,18213,25315
point,491,16,3,15,12100.3044,18909.51242,126.125,12116,18902
point,490,16,1,15,11932.31839,22132.08956,504.5,11916,22177
point,489,16,0,15,12992.18304,16403.82307,672,12876,16471
point,1185,16,0,15,8726.48888,16625.94674,252,8652,17274
point,487,16,1,15,15031.80248,29087.60496,298,15065,29154
point,486,16,0,15,8670.480938,17113.21584,252,8752,16404
point,485,16,3,15,12365.88399,21763.8065,126.125,12327,21748
point,484,16,1,15,11053.14615,14307.43525,336,11072,14442
point,1484,16,0,15,10213.92122,12867.8687,168,10277,12973
point,482,16,4,15,15403.7705,28147.15037,63.0625,15428,28448
point,481,16,1,15,8588.80329,17773.49707,252,8652,17274
point,480,16,2,15,6633.815605,13460.59457,66,6097,13777
point,479,16,2,15,11668.88917,21227.90838,252.25,11552,21140
point,478,16,1,15,18759.43296,24457.65364,504.5,18567,24234
point,477,16,3,15,10520.83349,26515.35535,126.125,10496,26326
point,1483,16,3,15,18819.6341,18146.1184,126.125,18810,18229
point,475,16,0,15,13244.6349,12873.46526,168,13220,12936
point,1257,16,0,15,13415.06783,25172.00651,448,13469,25173
point,473,16,5,15,14988.95863,15559.65193,31.53125,14940,15596
disappearpoint,472,15,1,15,9454,12732,0,9454,12732
point,471,16,1,15,11769.67319,18840.31932,112,11974,18944
point,470,16,0,15,14758.0775,13756.84423,672,15104,14020
point,469,16,1,15,14682.80712,22640.57715,448,14657,22361
point,468,16,0,15,8741.515595,17636.08648,448,8752,17627
point,1461,16,3,15,12403.84058,11494.34894,126.125,12294,11482
point,466,16,1,15,12638.81765,14350.57406,504.5,12692,14109
point,1280,16,2,15,9248.129323,19712.57921,252.25,9286,19713
point,1318,16,0,15,11544.40347,23565.85219,336,11666,23276
point,463,16,3,15,12193.52653,18739.0672,126.125,12185,18804
point,462,16,0,15,10629.7376,13365.17731,336,10544,13292
point,461,16,1,15,10828.07874,13203.9756,504,11396,13028
point,460,16,2,15,8455.417622,17113.43271,252.25,8652,17274
point,1355,16,0,15,16994.11699,12457.23751,672,16989,12461
point,1138,16,0,15,8816.688329,16039.63309,252,8948,15300
point,457,16,1,15,14439.41893,19286.31762,298,14445,19289
point,1217,16,0,15,11208.06111,21033.46001,252,10364,20772
point,455,16,0,15,9403.797019,14455.2101,252,9708,14020
point,454,16,0,15,11355.08041,18566.71126,224,11253,18445
point,453,16,3,15,12589.98855,6799.00944,126.125,12299,6812
point,452,16,1,15,11032.12434,13140.7502,504,10544,13292
point,451,16,1,15,8582.886364,17820.26354,252,8652,17274
point,1296,16,0,15,12662.12436,12756.4395,168,12284,12624
point,449,16,1,15,11088.41938,24627.57196,168,11196,24373
